Broker Pseudonym,Contract Status Type,Entry Status,In Force Today,Inception Date,Info,Policy Reference Record ID,As if policy premium,Benchmark Net Premium,Committed RRV %,Gross Written Premium Aspen Share,Incurred Claims Aspen Share,Net Written Premium Aspen Share,Technical Adequacy %,Total Acquisition cost
Hoppe and Sons,Bound,LIVE,N,24-10-2016,i,020867,6000,5504.587156,0,7500,,6000,109,1500
Hoppe and Sons,Bound,LIVE,N,31-10-2016,i,023835,47520,57951.21951,0,59400,,47520,82,11880
Hoppe and Sons,Bound,LIVE,N,17-12-2016,i,023347,4646.2,3969.41478,0,4765.34,,4646.2,117.05,119.14
Hoppe and Sons,Bound,LIVE,N,17-02-2017,i,024663,14400,,0,18000,9227.74,14400,,3600
Hoppe and Sons,Bound,LIVE,N,08-03-2017,i,028981,1142.6,,0,1171.9,,1142.6,,29.3
Hoppe and Sons,Bound,LIVE,N,22-03-2017,i,028870,2827.19,,0,2899.68,,2827.19,,72.49
Hoppe and Sons,Bound,LIVE,N,24-03-2017,i,027078,165.64,,0,165.64,,165.64,,0
Hoppe and Sons,Bound,LIVE,N,29-04-2017,i,016000,23600,,0,29500,,23600,,5900
Hoppe and Sons,Bound,LIVE,N,20-05-2017,i,019550,20160,,0,25200,317833.5,20160,,5040
Hoppe and Sons,Bound,LIVE,N,26-05-2017,i,032458,1500,,0,1500,,1500,,0
Hoppe and Sons,Bound,LIVE,N,29-05-2017,i,019583,12000,,0,15000,,12000,,3000
Hoppe and Sons,Bound,LIVE,N,01-06-2017,i,016100,12600,,0,15750,,12600,,3150
Hoppe and Sons,Bound,LIVE,N,13-06-2017,i,029337,2306.49,,0,2365.63,,2306.49,,59.14
Hoppe and Sons,Bound,LIVE,N,08-07-2017,i,022832,28000,,0,35000,79483,28000,,7000
Hoppe and Sons,Bound,LIVE,N,05-08-2017,i,030027,4989.66,,0,5074.92,,4989.66,,85.26
Hoppe and Sons,Bound,LIVE,N,24-10-2017,i,020868,6000,,0,7500,,6000,,1500
Hoppe and Sons,Bound,LIVE,N,01-12-2017,i,023348,2937.27,,0,3012.59,,2937.27,,75.32
Hoppe and Sons,Bound,LIVE,N,19-01-2018,i,031259,7246.69,7246.69,0,7432.5,,7246.69,100,185.81
Hoppe and Sons,Bound,LIVE,N,19-01-2018,i,031249,4754.93,4435.982834,0,4876.85,,4754.93,107.19,121.92
Hoppe and Sons,Bound,LIVE,N,09-03-2018,i,025680,1462.5,568.4468284,0,1500,,1462.5,257.28,37.5
Hoppe and Sons,Bound,LIVE,N,22-03-2018,i,028871,2137.82,2007.154258,0,2192.64,,2137.82,106.51,54.82
Hoppe and Sons,Bound,LIVE,N,11-04-2018,i,022182,170000,151785.7143,0,170000,55437.02,170000,112,0
Hoppe and Sons,Bound,LIVE,N,20-05-2018,i,019551,22644,26640,0,28305,,22644,85,5661
Hoppe and Sons,Bound,LIVE,N,26-05-2018,i,032459,1500,2000,0,1500,,1500,75,0
Hoppe and Sons,Bound,LIVE,N,29-05-2018,i,019584,12000,11009.17431,0,15000,17114,12000,109,3000
Hoppe and Sons,Bound,LIVE,N,01-06-2018,i,016101,11200,9824.561404,0,14000,7080,11200,114,2800
Hoppe and Sons,Bound,LIVE,N,13-06-2018,i,029338,2306.49,2253.311841,0,2365.63,,2306.49,102.36,59.14
Hoppe and Sons,Bound,LIVE,N,20-06-2018,i,019787,7200,8674.698795,0,9000,0,7200,83,1800
Hoppe and Sons,Bound,LIVE,N,01-07-2018,i,016627,328940.8,450603.8356,0,329834.94,-5505,328940.8,73,894.14
Hoppe and Sons,Bound,LIVE,N,05-08-2018,i,030028,4469.3,4074.111212,0,4545.55,,4469.3,109.7,76.25
Hoppe and Sons,Bound,LIVE,N,01-10-2018,i,033081,26646,39185.29412,0,26646,75012.5,26646,68,0
Hoppe and Sons,Bound,LIVE,N,14-10-2018,i,027486,21645,7331.07536,0,22200,,21645,295.25,555
Hoppe and Sons,Bound,LIVE,N,16-11-2018,i,035228,1725.26,1699.931028,0,1769.5,,1725.26,101.49,44.24
Hoppe and Sons,Bound,LIVE,N,20-12-2018,i,031260,7246.69,6782.115115,0,7432.5,,7246.69,106.85,185.81
Hoppe and Sons,Bound,LIVE,N,21-12-2018,i,031250,4377.15,4435.701257,0,4489.38,,4377.15,98.68,112.23
Hoppe and Sons,Bound,LIVE,N,01-01-2019,i,035348,2037.75,1888.554217,0,2090,,2037.75,107.9,52.25
Hoppe and Sons,Bound,LIVE,N,11-01-2019,i,033953,2872.99,2392.36406,0,2872.99,,2872.99,120.09,0
Hoppe and Sons,Bound,LIVE,N,08-02-2019,i,034108,855.95,750.2410378,0,1007,,855.95,114.09,151.05
Hoppe and Sons,Bound,LIVE,N,22-04-2019,i,036883,134697.3,157338.2782,0,153780,,134697.3,85.61,19082.7
Hoppe and Sons,Bound,LIVE,N,26-05-2019,i,032460,1500,2000,0,1500,,1500,75,0
Hoppe and Sons,Bound,LIVE,N,13-06-2019,i,029339,1448.37,1414.976553,0,1485.51,,1448.37,102.36,37.14
Hoppe and Sons,Bound,LIVE,N,05-08-2019,i,030029,1824.45,1741.385893,0,1855.58,,1824.45,104.77,31.13
Hoppe and Sons,Bound,LIVE,N,14-10-2019,i,027487,5465.85,2771.729209,0,5606,,5465.85,197.2,140.15
Hoppe and Sons,Bound,LIVE,N,22-11-2019,i,031251,5861.7,2052.344106,0,6012,,5861.7,285.61,150.3
Huel Wintheiser,Bound,LIVE,N,28-03-2013,i,018812,1194.57,1186.619648,0,1237.9,,1194.57,100.67,43.33
Huel Wintheiser,Bound,LIVE,N,28-03-2013,i,018233,62773.79,62773.79,0,63703.99,2201297.94,62773.79,100,930.2
Huel Wintheiser,Bound,LIVE,N,26-04-2013,i,016917,3243.55,2919.224192,0,3361.19,,3243.55,111.11,117.64
Huel Wintheiser,Bound,LIVE,N,12-08-2013,i,020151,17903.12,18738.87377,0,21062.5,15976.06,17903.12,95.54,3159.38
Huel Wintheiser,Bound,LIVE,N,30-08-2013,i,015738,13939.24,13869.89055,0,13939.24,,13939.24,100.5,0
Huel Wintheiser,Bound,LIVE,N,01-09-2013,i,015755,92996.47,79825.29614,0,95974.36,0,92996.47,116.5,2977.89
Huel Wintheiser,Bound,LIVE,N,09-09-2013,i,017079,5941.56,6097.034377,0,5941.56,,5941.56,97.45,0
Huel Wintheiser,Bound,LIVE,N,16-09-2013,i,020120,221792.7,260228.4407,0,229837,70514.97,221792.7,85.23,8044.3
Huel Wintheiser,Bound,LIVE,N,24-10-2013,i,015834,17703.12,15360.62473,0,20164.85,,17703.12,115.25,2461.73
Huel Wintheiser,Bound,LIVE,N,28-03-2014,i,018813,1851.89,1838.104218,0,1912.95,,1851.89,100.75,61.06
Huel Wintheiser,Bound,LIVE,N,26-04-2014,i,016918,3243.55,2919.224192,0,3361.19,,3243.55,111.11,117.64
Huel Wintheiser,Bound,LIVE,N,30-08-2014,i,015739,6070.11,3038.853567,0,6070.11,,6070.11,199.75,0
Huel Wintheiser,Bound,LIVE,N,01-09-2014,i,015756,120223.03,108475.1692,0,124583.45,102457.57,120223.03,110.83,4360.42
Huel Wintheiser,Bound,LIVE,N,09-09-2014,i,017080,189.39,185.0776898,0,189.39,,189.39,102.33,0
Huel Wintheiser,Bound,LIVE,N,16-09-2014,i,023404,63226.8,68353.2973,0,65520,875,63226.8,92.5,2293.2
Huel Wintheiser,Bound,LIVE,N,24-10-2014,i,015835,11191.14,9710.316703,0,12937.73,,11191.14,115.25,1746.59
Huel Wintheiser,Bound,LIVE,N,11-11-2014,i,024391,23098.62,23098.62,0,26363.49,,23098.62,100,3264.87
Huel Wintheiser,Bound,LIVE,N,26-04-2015,i,016919,6852.82,6167.599676,0,7101.37,,6852.82,111.11,248.55
Huel Wintheiser,Bound,LIVE,N,22-07-2015,i,017081,362.36,363.3774569,0,362.36,,362.36,99.72,0
Huel Wintheiser,Bound,LIVE,N,01-09-2015,i,015757,139835.2,131920,0,144906.94,0,139835.2,106,5071.74
Huel Wintheiser,Bound,LIVE,N,16-09-2015,i,023405,87537.82,70595.01613,0,90712.77,875,87537.82,124,3174.95
Huel Wintheiser,Bound,LIVE,N,03-11-2015,i,016920,9823.17,8104.257074,0,10179.45,,9823.17,121.21,356.28
Huel Wintheiser,Bound,LIVE,N,03-11-2015,i,016856,21729.17,21729.17,0,22517.2801,7176.95,21729.17,100,788.1101
Huel Wintheiser,Bound,LIVE,N,31-12-2015,i,015836,7585.91,5057.273333,0,8720.46,,7585.91,150,1134.55
Huel Wintheiser,Bound,LIVE,N,01-08-2016,i,017082,45.17,17.75340958,0,45.17,,45.17,254.43,0
Huel Wintheiser,Bound,LIVE,N,01-09-2016,i,015758,142315.31,134259.7264,0,147477.01,2175,142315.31,106,5161.7
Huel Wintheiser,Bound,LIVE,N,16-09-2016,i,030067,7075.01,5262.186687,0,7331.62,,7075.01,134.45,256.61
Huel Wintheiser,Bound,LIVE,N,31-12-2016,i,015837,8824.38,8824.38,0,10201.6,,8824.38,100,1377.22
Huel Wintheiser,Bound,LIVE,N,25-08-2017,i,030230,254.25,,0,260.77,,254.25,,6.52
Huel Wintheiser,Bound,LIVE,N,01-11-2017,i,020124,1002071.16,,0,1034363,159441.04,1002071.16,,32291.84
Huel Wintheiser,Bound,LIVE,N,31-12-2017,i,015838,14954.9,,0,17288.9,,14954.9,,2334
Huel Wintheiser,Bound,LIVE,N,01-09-2018,i,015760,98183.41,98183.41,0,101744.47,60141.6,98183.41,100,3561.06
Huel Wintheiser,Bound,LIVE,N,01-11-2018,i,020125,1013517.79,1050277.503,0,1046004.7,391498.2234,1013517.79,96.5,32486.91
Huel Wintheiser,Bound,LIVE,N,01-01-2019,i,015839,9699.3,5878.363636,0,11213.07,,9699.3,165,1513.77
Jerde-Ullrich,Bound,LIVE,N,01-10-2013,i,018192,2356.4,2280.019352,0,2356.4,,2356.4,103.35,0
Jerde-Ullrich,Bound,LIVE,N,14-06-2016,i,018193,2206.36,2122.112148,0,2206.36,,2206.36,103.97,0
Jones-Willms,Bound,LIVE,N,01-06-2014,i,015624,24300,36000,0,30375,73001.1,24300,67.5,6075
Jones-Willms,Bound,LIVE,N,11-04-2016,i,028847,26400,31807.22892,0,33000,,26400,83,6600
Jones-Willms,Bound,LIVE,N,04-02-2017,i,031650,195,,0,200,,195,,5
Jones-Willms,Bound,LIVE,N,11-04-2017,i,028848,25300,,0,31625,,25300,,6325
Jones-Willms,Bound,LIVE,N,11-04-2018,i,028849,20300,17058.82353,0,25375,,20300,119,5075
Klein Group,Bound,LIVE,N,02-01-2013,i,017932,25795,23337.55541,0,31325,,25795,110.53,5530
Klein Group,Bound,LIVE,N,11-01-2013,i,017345,465.22,434.054861,0,477.15,,465.22,107.18,11.93
Klein Group,Bound,LIVE,N,14-01-2013,i,018474,1717,1717,0,2120,,1717,100,403
Klein Group,Bound,LIVE,N,16-01-2013,i,018638,6586.95,5471.343135,0,6755.85,,6586.95,120.39,168.9
Klein Group,Bound,LIVE,N,21-01-2013,i,018608,4272.77,4272.77,0,5145.15,,4272.77,100,872.38
Klein Group,Bound,LIVE,N,29-01-2013,i,018470,6993.48,5417.522659,0,8482.07,,6993.48,129.09,1488.59
Klein Group,Bound,LIVE,N,31-01-2013,i,015914,23923.09,29174.5,0,23923.09,0,23923.09,82,0
Klein Group,Bound,LIVE,N,01-02-2013,i,018575,144532.22,185297.7179,0,149774.32,358012.05,144532.22,78,5242.1
Klein Group,Bound,LIVE,N,14-02-2013,i,018761,195,195,0,200,,195,100,5
Klein Group,Bound,LIVE,N,14-02-2013,i,018669,24526.6701,24526.6701,0,29729.29,,24526.6701,100,5202.6199
Klein Group,Bound,LIVE,N,01-03-2013,i,016935,210.38,210.38,0,215.77,,210.38,100,5.39
Klein Group,Bound,LIVE,N,23-03-2013,i,017572,1034.28,1150.35035,0,1060.8,,1034.28,89.91,26.52
Klein Group,Bound,LIVE,N,01-04-2013,i,015950,24432,40720,0,24432,128103.28,24432,60,0
Klein Group,Bound,LIVE,N,04-04-2013,i,017604,1758.35,1654.294854,0,1758.35,,1758.35,106.29,0
Klein Group,Bound,LIVE,N,04-04-2013,i,016898,5078.29,4570.506705,0,5078.29,,5078.29,111.11,0
Klein Group,Bound,LIVE,N,15-04-2013,i,019388,1539.95,1539.95,0,1904.22,,1539.95,100,364.27
Klein Group,Bound,LIVE,N,01-05-2013,i,017222,868.99,556.8307061,0,891.27,,868.99,156.06,22.28
Klein Group,Bound,LIVE,N,03-05-2013,i,017666,1105.89,1068.596,0,1134.25,,1105.89,103.49,28.36
Klein Group,Bound,LIVE,N,13-05-2013,i,019324,3138.05,2870.780349,0,3218.51,,3138.05,109.31,80.46
Klein Group,Bound,LIVE,N,15-05-2013,i,019404,22930.61,21983.1368,0,22930.61,729.01,22930.61,104.31,0
Klein Group,Bound,LIVE,N,01-06-2013,i,017764,250.59,240.443293,0,250.59,,250.59,104.22,0
Klein Group,Bound,LIVE,N,07-06-2013,i,017802,960.42,767.7831961,0,960.42,,960.42,125.09,0
Klein Group,Bound,LIVE,N,13-06-2013,i,019731,16600,15809.52381,0,16600,,16600,105,0
Klein Group,Bound,LIVE,N,13-06-2013,i,019808,560.32,502.529148,0,560.32,,560.32,111.5,0
Klein Group,Bound,LIVE,N,26-06-2013,i,019879,12450.07,10641.08547,0,15220.58,,12450.07,117,2770.51
Klein Group,Bound,LIVE,N,01-07-2013,i,020013,12114.21,12501.76471,0,14964.5,,12114.21,96.9,2850.29
Klein Group,Bound,LIVE,N,01-07-2013,i,016786,18711.32,13176.98592,0,18711.32,237.54,18711.32,142,0
Klein Group,Bound,LIVE,N,02-07-2013,i,017879,5023.6,4985.708615,0,5152.41,,5023.6,100.76,128.81
Klein Group,Bound,LIVE,N,12-07-2013,i,015712,45142.07,35544.93701,0,45697.67,19769.54,45142.07,127,555.6
Klein Group,Bound,LIVE,N,23-07-2013,i,017929,14875.1,13601.95684,0,14875.1,,14875.1,109.36,0
Klein Group,Bound,LIVE,N,29-07-2013,i,020061,35042.86,41188.12882,0,35042.86,,35042.86,85.08,0
Klein Group,Bound,LIVE,N,29-07-2013,i,020226,3864,3648.036254,0,3864,,3864,105.92,0
Klein Group,Bound,LIVE,N,19-08-2013,i,019504,8718.15,8718.15,0,10586.71,,8718.15,100,1868.56
Klein Group,Bound,LIVE,N,10-09-2013,i,016722,4931.39,4901.490905,0,4931.39,,4931.39,100.61,0
Klein Group,Bound,LIVE,N,13-09-2013,i,018052,3169.39,2921.904674,0,3250.66,,3169.39,108.47,81.27
Klein Group,Bound,LIVE,N,20-09-2013,i,020474,25108.04,35393.34649,0,27897.82,,25108.04,70.94,2789.78
Klein Group,Bound,LIVE,N,20-09-2013,i,020591,326.61,326.61,0,334.98,,326.61,100,8.37
Klein Group,Bound,LIVE,N,27-09-2013,i,020687,1694,1676.895664,0,1694,,1694,101.02,0
Klein Group,Bound,LIVE,N,27-09-2013,i,019196,34689.76,42811.00827,0,34689.76,2603.69,34689.76,81.03,0
Klein Group,Bound,LIVE,N,30-09-2013,i,020312,19227.28,20806.4928,0,23887.77,30441.9,19227.28,92.41,4660.49
Klein Group,Bound,LIVE,N,01-10-2013,i,018071,5998.49,6293.002518,0,5998.49,,5998.49,95.32,0
Klein Group,Bound,LIVE,N,13-10-2013,i,017087,626.78,626.78,0,642.85,,626.78,100,16.07
Klein Group,Bound,LIVE,N,15-10-2013,i,017190,2012.37,1447.748201,0,2063.97,,2012.37,139,51.6
Klein Group,Bound,LIVE,N,21-10-2013,i,020860,4134.17,4042.012124,0,4134.17,,4134.17,102.28,0
Klein Group,Bound,LIVE,N,21-10-2013,i,020842,14355.25,7032.40582,0,17588.3,,14355.25,204.13,3233.05
Klein Group,Bound,LIVE,N,21-10-2013,i,020768,48436.71,57662.75,0,48436.71,10391.13,48436.71,84,0
Klein Group,Bound,LIVE,N,23-10-2013,i,018111,4463.69,3952.26669,0,4578.14,,4463.69,112.94,114.45
Klein Group,Bound,LIVE,N,25-10-2013,i,020830,0,,0,0,,0,0,0
Klein Group,Bound,LIVE,N,25-10-2013,i,018162,5191.43,5181.584989,0,5191.43,,5191.43,100.19,0
Klein Group,Bound,LIVE,N,25-10-2013,i,019732,61834.54,61834.54,0,77293.18,18768.02,61834.54,100,15458.64
Klein Group,Bound,LIVE,N,28-10-2013,i,020894,3257.66,3126.65323,0,3341.19,,3257.66,104.19,83.53
Klein Group,Bound,LIVE,N,28-10-2013,i,020910,7239.14,4605.050891,0,7424.76,,7239.14,157.2,185.62
Klein Group,Bound,LIVE,N,28-10-2013,i,019338,227513.42,324462.9492,0,245975.74,61189.24,227513.42,70.12,18462.32
Klein Group,Bound,LIVE,N,01-11-2013,i,018091,9342.01,8238.104056,0,11587.32,,9342.01,113.4,2245.31
Klein Group,Bound,LIVE,N,02-11-2013,i,017223,1005.44,1005.44,0,1031.22,,1005.44,100,25.78
Klein Group,Bound,LIVE,N,04-11-2013,i,020673,37994.07,41123.57398,0,42215.63,,37994.07,92.39,4221.56
Klein Group,Bound,LIVE,N,04-11-2013,i,020935,4488.63,3970.130904,0,4488.63,,4488.63,113.06,0
Klein Group,Bound,LIVE,N,12-11-2013,i,018205,977.32,932.5572519,0,977.32,,977.32,104.8,0
Klein Group,Bound,LIVE,N,25-11-2013,i,021137,194.81,171.6085271,0,199.8,,194.81,113.52,4.99
Klein Group,Bound,LIVE,N,25-11-2013,i,021085,6480,3638.609692,0,8100,,6480,178.09,1620
Klein Group,Bound,LIVE,N,27-11-2013,i,020970,22240,20527.96751,0,27800,,22240,108.34,5560
Klein Group,Bound,LIVE,N,02-12-2013,i,021202,3868.89,3322.361529,0,4664.5,,3868.89,116.45,795.61
Klein Group,Bound,LIVE,N,05-12-2013,i,018332,8543.53,8779.704039,0,8543.53,,8543.53,97.31,0
Klein Group,Bound,LIVE,N,18-12-2013,i,021311,1059.6,1028.039197,0,1086.77,,1059.6,103.07,27.17
Klein Group,Bound,LIVE,N,19-12-2013,i,018375,2207.33,1793.848029,0,2263.92,,2207.33,123.05,56.59
Klein Group,Bound,LIVE,N,20-12-2013,i,021284,2145,2145,0,2200,,2145,100,55
Klein Group,Bound,LIVE,N,20-12-2013,i,020924,42000,33096.92671,0,52500,0,42000,126.9,10500
Klein Group,Bound,LIVE,N,06-01-2014,i,021323,1784.05,1599.040961,0,1829.79,,1784.05,111.57,45.74
Klein Group,Bound,LIVE,N,06-01-2014,i,021318,19856.16,27801.96024,0,24820.2,7353.22,19856.16,71.42,4964.04
Klein Group,Bound,LIVE,N,08-01-2014,i,016896,130398.35,130398.35,0,130398.35,1588219.62,130398.35,100,0
Klein Group,Bound,LIVE,N,20-01-2014,i,021528,2166.47,1946.688831,0,2166.47,,2166.47,111.29,0
Klein Group,Bound,LIVE,N,20-01-2014,i,021450,31281.78,28093.20162,0,34757.53,,31281.78,111.35,3475.75
Klein Group,Bound,LIVE,N,31-01-2014,i,021462,5280,4461.720466,0,6600,,5280,118.34,1320
Klein Group,Bound,LIVE,N,01-02-2014,i,020060,12675,13741.32697,0,12675,,12675,92.24,0
Klein Group,Bound,LIVE,N,01-02-2014,i,021591,2223.68,2059.725824,0,2223.68,,2223.68,107.96,0
Klein Group,Bound,LIVE,N,01-02-2014,i,018576,269601.03,228941.0921,0,277917.21,118327.98,269601.03,117.76,8316.18
Klein Group,Bound,LIVE,N,11-03-2014,i,017088,1291.47,1291.47,0,1324.58,,1291.47,100,33.11
Klein Group,Bound,LIVE,N,17-03-2014,i,021687,2800,2800,0,3500,,2800,100,700
Klein Group,Bound,LIVE,N,23-03-2014,i,017573,371.2,412.8573017,0,380.72,,371.2,89.91,9.52
Klein Group,Bound,LIVE,N,01-04-2014,i,015951,29076,56623.17429,0,29076,175174.29,29076,51.35,0
Klein Group,Bound,LIVE,N,04-04-2014,i,016899,10049.83,9142.026744,0,10049.83,,10049.83,109.93,0
Klein Group,Bound,LIVE,N,16-04-2014,i,022209,2231.36,2227.795527,0,2288.57,,2231.36,100.16,57.21
Klein Group,Bound,LIVE,N,16-04-2014,i,021928,22057.71,18358.4769,0,27572.14,,22057.71,120.15,5514.43
Klein Group,Bound,LIVE,N,09-05-2014,i,022421,16000,8486.71299,0,20000,,16000,188.53,4000
Klein Group,Bound,LIVE,N,12-05-2014,i,021975,19008,20131.32811,0,23760,,19008,94.42,4752
Klein Group,Bound,LIVE,N,12-05-2014,i,022372,2062.5,2062.5,0,2500,,2062.5,100,437.5
Klein Group,Bound,LIVE,N,13-05-2014,i,019325,5160.95,5529.194343,0,5293.28,,5160.95,93.34,132.33
Klein Group,Bound,LIVE,N,14-05-2014,i,022430,5023.15,5115.224033,0,5023.15,,5023.15,98.2,0
Klein Group,Bound,LIVE,N,14-05-2014,i,022388,33156.5,30057.56504,0,33201.74,1395.06,33156.5,110.31,45.24
Klein Group,Bound,LIVE,N,15-05-2014,i,022232,61882.5,77353.125,0,61882.5,24277.35,61882.5,80,0
Klein Group,Bound,LIVE,N,16-05-2014,i,021444,35937.29,31015.18081,0,44571.32,,35937.29,115.87,8634.03
Klein Group,Bound,LIVE,N,20-05-2014,i,021929,27737.95,32171.13199,0,34672.44,,27737.95,86.22,6934.49
Klein Group,Bound,LIVE,N,20-05-2014,i,022560,3327.29,2289.629783,0,3412.61,,3327.29,145.32,85.32
Klein Group,Bound,LIVE,N,29-05-2014,i,022380,12400,12400,0,15500,,12400,100,3100
Klein Group,Bound,LIVE,N,13-06-2014,i,022771,2150.46,1952.478664,0,2205.6,,2150.46,110.14,55.14
Klein Group,Bound,LIVE,N,13-06-2014,i,022663,13200,13200,0,16500,0,13200,100,3300
Klein Group,Bound,LIVE,N,16-06-2014,i,022625,9627.37,12459.38915,0,9627.37,,9627.37,77.27,0
Klein Group,Bound,LIVE,N,16-06-2014,i,022587,787.17,908.5526316,0,807.35,,787.17,86.64,20.18
Klein Group,Bound,LIVE,N,16-06-2014,i,022713,4532.86,4382.962676,0,4532.86,,4532.86,103.42,0
Klein Group,Bound,LIVE,N,16-06-2014,i,021561,26909.92,28421.96874,0,29899.91,67086.01,26909.92,94.68,2989.99
Klein Group,Bound,LIVE,N,19-06-2014,i,019809,78.29,78.47834804,0,78.29,,78.29,99.76,0
Klein Group,Bound,LIVE,N,23-06-2014,i,022664,2000,2000,0,2500,,2000,100,500
Klein Group,Bound,LIVE,N,30-06-2014,i,021560,11667.19,15175.84547,0,12894.49,,11667.19,76.88,1227.3
Klein Group,Bound,LIVE,N,01-07-2014,i,016787,39426,31540.8,0,39426,,39426,125,0
Klein Group,Bound,LIVE,N,01-07-2014,i,016104,599358.5,665067.1327,0,599858.5,29942.72,599358.5,90.12,500
Klein Group,Bound,LIVE,N,10-07-2014,i,022851,9200,9200,0,11500,,9200,100,2300
Klein Group,Bound,LIVE,N,12-07-2014,i,015713,52472.12,39848.20778,0,52472.12,35868.4,52472.12,131.68,0
Klein Group,Bound,LIVE,N,22-07-2014,i,023033,2571.43,2183.990148,0,2637.36,,2571.43,117.74,65.93
Klein Group,Bound,LIVE,N,24-07-2014,i,023037,2000,2000,0,2500,,2000,100,500
Klein Group,Bound,LIVE,N,24-07-2014,i,017930,20599.62,18399.08896,0,20599.62,,20599.62,111.96,0
Klein Group,Bound,LIVE,N,29-07-2014,i,023052,8533.34,8533.34,0,10666.67,,8533.34,100,2133.33
Klein Group,Bound,LIVE,N,21-08-2014,i,023073,32809,38243.38501,0,41011.25,,32809,85.79,8202.25
Klein Group,Bound,LIVE,N,21-08-2014,i,023277,7553.3,5814.703618,0,7746.97,,7553.3,129.9,193.67
Klein Group,Bound,LIVE,N,10-09-2014,i,020227,6377.84,4929.540887,0,6377.84,,6377.84,129.38,0
Klein Group,Bound,LIVE,N,15-09-2014,i,023407,12784.2,10344.04078,0,15496,,12784.2,123.59,2711.8
Klein Group,Bound,LIVE,N,27-09-2014,i,020688,1694,1677.227723,0,1694,,1694,101,0
Klein Group,Bound,LIVE,N,29-09-2014,i,023116,25658.35,30684.46544,0,30570.1,582.12,25658.35,83.62,4911.75
Klein Group,Bound,LIVE,N,01-10-2014,i,020592,408.25,497.9265764,0,418.72,,408.25,81.99,10.47
Klein Group,Bound,LIVE,N,01-10-2014,i,018072,6181.34,5872.449173,0,6181.34,,6181.34,105.26,0
Klein Group,Bound,LIVE,N,21-10-2014,i,020861,4014.69,4046.658603,0,4014.69,,4014.69,99.21,0
Klein Group,Bound,LIVE,N,25-10-2014,i,018163,5191.43,5181.584989,0,5191.43,,5191.43,100.19,0
Klein Group,Bound,LIVE,N,28-10-2014,i,020895,3667.09,3632.580485,0,3761.12,,3667.09,100.95,94.03
Klein Group,Bound,LIVE,N,28-10-2014,i,020911,8517.89,7833.983261,0,8736.3,,8517.89,108.73,218.41
Klein Group,Bound,LIVE,N,01-11-2014,i,018092,9502.52,8808.416759,0,11765.4,,9502.52,107.88,2262.88
Klein Group,Bound,LIVE,N,01-11-2014,i,023704,192671.06,315698.935,0,192671.06,95623.22,192671.06,61.03,0
Klein Group,Bound,LIVE,N,02-11-2014,i,017224,830.28,805.5496265,0,851.57,,830.28,103.07,21.29
Klein Group,Bound,LIVE,N,10-11-2014,i,024045,402.17,402.17,0,412.48,,402.17,100,10.31
Klein Group,Bound,LIVE,N,10-11-2014,i,023306,4000,4000,0,5000,,4000,100,1000
Klein Group,Bound,LIVE,N,10-11-2014,i,023198,4759.38,3974.430063,0,5949.22,-4.77E-14,4759.38,119.75,1189.84
Klein Group,Bound,LIVE,N,15-11-2014,i,024109,4000.01,4000.01,0,4444.45,,4000.01,100,444.44
Klein Group,Bound,LIVE,N,25-11-2014,i,021138,48.75,48.75,0,50,,48.75,100,1.25
Klein Group,Bound,LIVE,N,27-11-2014,i,020936,3074.41,3091.41277,0,3074.41,,3074.41,99.45,0
Klein Group,Bound,LIVE,N,03-12-2014,i,024294,6750,6750,0,7500,,6750,100,750
Klein Group,Bound,LIVE,N,03-12-2014,i,024176,36235.04,30754.57478,0,40101.28,,36235.04,117.82,3866.24
Klein Group,Bound,LIVE,N,08-12-2014,i,024300,1483.46,1483.311669,0,1521.5,,1483.46,100.01,38.04
Klein Group,Bound,LIVE,N,08-12-2014,i,024248,51312.48,51312.48,0,64140.6,1874.7,51312.48,100,12828.12
Klein Group,Bound,LIVE,N,20-12-2014,i,021285,759.06,736.4509557,0,778.52,,759.06,103.07,19.46
Klein Group,Bound,LIVE,N,01-01-2015,i,021086,6551.2,3680.449438,0,8146.1,,6551.2,178,1594.9
Klein Group,Bound,LIVE,N,05-01-2015,i,024780,3760.67,3760.67,0,3760.67,,3760.67,100,0
Klein Group,Bound,LIVE,N,05-01-2015,i,024581,68993.03,77520.25843,0,68993.03,729.82,68993.03,89,0
Klein Group,Bound,LIVE,N,06-01-2015,i,021324,2015.47,1806.462311,0,2067.14,,2015.47,111.57,51.67
Klein Group,Bound,LIVE,N,16-01-2015,i,026489,7600,7600,0,9500,142411.09,7600,100,1900
Klein Group,Bound,LIVE,N,20-01-2015,i,021529,887.4,887.4,0,887.4,,887.4,100,0
Klein Group,Bound,LIVE,N,30-01-2015,i,024851,17388.89,17388.89,0,21736.11,,17388.89,100,4347.22
Klein Group,Bound,LIVE,N,01-02-2015,i,021592,1988.42,1671.081603,0,1988.42,,1988.42,118.99,0
Klein Group,Bound,LIVE,N,01-02-2015,i,018577,240105.24,406958.0339,0,247301.87,674814.32,240105.24,59,7196.63
Klein Group,Bound,LIVE,N,09-02-2015,i,024918,1462.5,1462.5,0,1500,,1462.5,100,37.5
Klein Group,Bound,LIVE,N,16-02-2015,i,024675,6375,4250,0,7500,,6375,150,1125
Klein Group,Bound,LIVE,N,16-02-2015,i,024427,13200,13200,0,16500,47159.6,13200,100,3300
